Title,Artist,Lyrics
Better,Breathe Carolina,"

[Intro]
(Better, better)
(Better, better)

[Verse 1]
All we ever do is let each other down
Let each other down
The all we never knew we'll be buried in the ground
Buried in the ground

[Pre-Chorus]
And I don't think we'll make it through the night
It's alright
At least no one can say we didn't try
It's alright

[Chorus]
Maybe we can love each other better
If we're not together, not together
Maybe we can love each other better
If we're not together, not together
Don't need to cry, 'cause we had our time
Now it's all over, lost already
Maybe we can love each other better
If we're not together, not together

[Verse 2]
All you listen to is friends from out of town
Friends from out of town
And I've been runnin' to
Got my eyes on the ground
On the ground

[Pre-Chorus]
And I don't think we'll make it through the night
It's alright
At least no one can say we didn't try
It's alright

[Chorus]
Maybe we can love each other better
If we're not together, not together
Maybe we can love each other better
If we're not together, not together
Don't need to cry, 'cause we had our time
Now it's all over lost already
Maybe we can love each other better
If we're not together, not together

[Solo]

Maybe we can love each other better
If we're not together, not together
Maybe we can love each other better
If we're not together, not together
Don't need to cry, 'cause we had our time
Now it's all over lost already
Maybe we can love each other better
If we're not together, not together

[Outro]
(Better, better)
(Better, better)

"
Interlude,Breathe Carolina,"

[Intro]

[Chorus]
Everybody doubts me now
Everybody likes me less
So I send my love, goodbye
I send my love, goodbye
Everybody doubts me now
Everybody likes me less
So I send my love, goodbye
I send my love, goodbye

[Verse]
And I'm fuckin' rottin', I'm rottin' away
I'm rottin' away
Oh, oh
And I heard you say that
It hurts inside when you see, see me this way
Don't you wanna change?
Don't you wanna change, at least for me?

[Chorus]
Everybody doubts me now
Everybody likes me less
So I send my love, goodbye
I send my love, goodbye
Everybody doubts me now
Everybody likes me less
So I send my love, goodbye
Send my love, goodbye

[Outro]

"
Drive,Breathe Carolina,"

[Intro]

[Chorus]
Used to drive around in this parkin' lot (Parkin' lot)
Still sound like you here, but I know you're not (Know you're not)
Somewhere down the road, I guess you forgot (Guess you forgot)
How I helped you grow, damn, it hurts a lot (Hurts a lot)

[Pre-Chorus]
How you feelin' now?
Tell me the truth (The truth)
Hope that it's worth it, yeah
I'm praying for you (For you)
I don't give a fuck what you gon' do (What you gon' do)
As long as it ain't with me

[Chorus]
Used to drive around in this parkin' lot
Still sound like you here but I know you're not
Somewhere down the road I guess you forgot
How I helped you grow, damn, it hurts a lot
Used to drive around in this parkin' lot
Still sound like you here, but I know you're not

[Verse]
You like it, and that hurts the most (Most)
You know, you know, I'm
Still drivin', nowhere to go (To go)

[Pre-Chorus]
How you feelin' now?
Tell me the truth (The truth)
Hope that it's worth it, yeah
I'm praying for you (For you)
I don't give a fuck what you gon' do (What you gon' do)
As long as it ain't with me

[Chorus]
Used to drive around in this parkin' lot
Still sound like you here but I know you're not
Somewhere down the road I guess you forgot
How I helped you grow, damn, it hurts a lot
Used to drive around in this parkin' lot
Still sound like you here, but I know you're not

[Pre-Chorus]
How you feelin' now?
Tell me the truth (The truth)
Hope that it's worth it, yeah
I'm praying for you (For you)
I don't give a fuck what you gon' do (What you gon' do)
As long as it ain't with me

[Chorus]
Used to drive around in this parkin' lot
Still sound like you here, but I know you're not
Somewhere down the road, I guess you forgot
How I helped you grow, damn, it hurts a lot
Used to drive around in this parkin' lot
Still sound like you here, but I know you're not
Somewhere down the road I guess you forgot
How I helped you grow, damn, it hurts a lot

[Outro]
Used to drive around in this parkin' lot
(You know that, you know that
You know that, you know that
You know that, you know that)
Still sound like you here, but I know you're not
(You know that, you know that
You know that, you know that
You know that, you know that
You know that, you know that
You know that, you know that
You know that, you know that)

"
In The Dark,Breathe Carolina,"

[Intro]

[Verse 1]
You've been in my head doin' circles
I'm a fuckin' mess, going psycho
Didn't wanna see things sideways
Didn't wanna sleep in solo
I go dreamin' again
All that we did, all that we had
Yeah, I might overreact
I'm out of my head, it's out of my hands

[Pre-Chorus]
And I can't concentrate
You're out there wide awake
I'm in the dark, in the dark
I fall apart, fall apart

[Chorus]
I can't take much more of chasing your ghost
In the dark, in the dark
I can't say much more, let's face it, you're see-through
In the dark, in the dark
In the dark, in the dark

[Verse 2]
You've been havin' fun, that's for sure
Ever since you walked out that door
Everything you post is torture
Watchin' while you chase that culture

[Pre-Chorus]
I can't concentrate
You're out there wide awake
I'm in the dark, in the dark
I fall apart, fall apart

[Chorus]
I can't take much more of chasing your ghost
In the dark, in the dark
I can't say much more, let's face it, you're see-through
In the dark, in the dark
In the dark, in the dark
In the dark, in the dark

[Outro]
I can't take much more of chasing your ghost
In the dark, in the dark
I can't say much more, let's face it, you're see-through
In the dark, in the dark

"
Dead,Breathe Carolina,"

[Intro]

[Chorus]
But I'd rather be dead (Dead)
It started when we met (Oh)
And now I'm feelin' ill
No, I don't need no pills
'Cause I'd rather be dead (Oh)

[Verse 1]
I used to fantasize 'bout us together
Couldn't wait to turn the lights down (Down)
You push me to the side like I'm whatever
How you fuckin' up my life now

[Pre-Chorus]
You move like fire, burning
Spent my life time searchin'
For someone that feels like you

[Chorus]
But I'd rather be dead (Dead)
It started when we met (Oh)
And now I'm feelin' ill
No, I don't need no pills
'Cause I'd rather be dead (Oh)
(I'd rather be)
(I'd rather be)

[Verse 2]
I hope these side effects don't last forever
Tryin' to find a way to cut down (Yeah)
'Cause I can't keep on chokin' under pressure
Why this happen every time now?

[Pre-Chorus]
You move like fire, burning
Spent my life time searchin'
For someone that feels like you

[Chorus]
But I'd rather be dead (Dead)
It started when we met (Oh)
And now I'm feelin' ill
No, I don't need no pills
'Cause I'd rather be dead (Oh)
(I'd rather be)
(I'd rather be)

[Pre-Chorus]
You move like fire, burning
Spent my life time searchin'
For someone that feels like you

[Chorus]
But I'd rather be dead (Dead)
It started when we met (Oh)
And now I'm feelin' ill
No, I don't need no pills
'Cause I'd rather be dead (Oh)
(I'd rather be)
(I'd rather be)
(I'd rather be)

[Outro]

"
Find It,Breathe Carolina,"

[Intro]
(Find it, find it)

[Verse 1]
We don't need to see
If we should go and love
Or leave it in the dust
Tell me, don't tell me
There's nothin' to discuss
It's whatever we want

[Pre-Chorus]
And I like not knowin' where we goin', where we goin'
So let's just stay focused on this moment
All we know is

[Chorus]
That baby we'll find it, find it, yeah
We spendin' our time in silence, yeah
If you come through, no talk in this room
'Cause baby we'll find it, find it, yeah

[Verse 2]
We just need (We just need)
To be free (To be free)
Know exactly from the start
Don't let it go too far
So please (So please)
Please
Just leave me in the dark
No need to make it hard

[Pre-Chorus]
And I like not knowin' where we goin', where we goin'
So let's just stay focused on this moment
All we know is

[Chorus]
That baby we'll find it, find it, yeah
We spendin' our time in silence, yeah
If you come through, no talk in this room
'Cause baby we'll find it, find it, yeah

[Outro]
If you come through, no talk in this room
'Cause baby we'll find it, find it, yeah
If you come through, no talk in this room
'Cause baby we'll find it, find it, yeah
If you come through, no talk in this room
'Cause baby we'll find it, find it, yeah
(If you come through, no talk in this room
'Cause baby we'll find it, find it, yeah)

"
Think About You,Breathe Carolina,"

[Intro]
I think about you
I  think about you
And  I don't want to
No, I don't want

[Verse 1]
I said I'm fine all on my own (On my own)
So  don't ask me that no more, so don't ask me
I  swear to God I'm never home (Never home)
So don't show up at my door, so don't show up

[Pre-Chorus]
I  spend all my time just prayin' this would end (Oh)
And I tried to hide so I don't have to admit it still

[Chorus]
I think about you
I think about you
And  I don't want to
No, I don't want
To think about you
To think about you
And I don't want to
No, I don't want
To think about you

[Verse 2]
I said that I'm not miserable (Miserable)
So don't ask me that no more, so don't ask me (No more)
Yeah, don't you know my heart is cold?
Ain't no fire to keep me warm, ain't no fire

[Pre-Chorus]
I spend all my time just prayin' this would end (Oh)
And I tried to hide so I don't have to admit it still

[Chorus]
I think about you
I think about you
And I don't want to
No, I don't want
To think about you
To think about you
And I don't want to
No, I don't want
To think about you

[Bridge]
I think about you
I think about you
I think about you
I think about you
I think about you
I think about you
I think about you
I think about you

[Chorus]
I think about you
I think about you
And I don't want to
No, I don't want
To think about you
To think about you
And I don't want to
No, I don't want
To think about you
I think about you
And I don't want to
No, I don't want
To think about you
To think about you
And I don't want to
No, I don't want
To think about you

[Outro]
I think about you
I think about you
I think about you
I think about you

"
Death (feat. DaBaby),Trippie Redd,"

[Intro: Trippie Redd]
Ya dig?
You gon' die
You gon' die
You gon' die

[Chorus: Trippie Redd]
Yeah, uh, what that mean?
Yeah, what that mean?
I'm outside, pop out gang with the team, bitch, uh
What that mean?
We all lit, that's on gang, that's on me, bitch, uh

[Post-Chorus: Trippie Redd]
Yeah, huh, murder, murder, slatt (Yeah)
Choppa big, it blow you back (Yeah)
Hanging with them slatts (Yeah)
Pussy nigga, we tote gats (Yeah, yeah)
Nigga, you get whacked (Gang, gang)
That's on gang and that's all facts, uh (Yeah, yeah)

[Verse 1: Trippie Redd]
We shoot .223's (Bah), we'll take your life (Gang)
Me, I'm with the gang, you know we gon' slide
We all with them bees, all up in the hive
You talk down on me, nigga, you gon' die
We a different kind, and we be on different time
Rocking Number (N)ine jeans, and I be so fly
We from different sides, pussy, I'ma up that fire
Talking all that tough shit on the gang
Pussy bitch, and you gon' die

[Pre-Chorus: Trippie Redd]
Yeah, huh, you gon' die
Yeah, nigga, you gon' die
Huh, you gon' die

[Chorus: Trippie Redd]
Yeah, uh, what that mean?
Yeah, what that mean?
I'm outside, pop out gang with the team, bitch, uh
What that mean?
We all lit, that's on gang, that's on me, bitch, uh

[Post-Chorus: Trippie Redd]
Yeah, huh, murder, murder, slatt (Yeah)
Choppa big, it blow you back (Yeah)
Hanging with them slatts (Yeah)
Pussy nigga, we tote gats (Yeah, yeah)
Nigga, you get whacked (Gang, gang)
That's on gang and that's all facts, uh (Yeah, yeah)

[Verse 2: DaBaby]
Let's go, let's go
Have you ever seen a nigga die? (Yeah)
When I did, went home and smoked a blunt
No, a nigga didn't cry (Let's go)
Don't fuck with niggas on different side
These niggas be switchin' sides (And I)
In a whip with a nigga bitch inside, finna give my dick a ride
Only nigga that be talking 'bout gang shit be on lame shit, ain't never bang shit
Look at a pic right now and the pic back then
It's not the same pic, I'm with the same clique
I'm with Trippie Redd (Yeah)
Oh, you with a bitch, he scared (Ha)
A lot of niggas like to play with they life
The last nigga who played with my clique, he dead (Doo, doo, doo, doo, doo)
I had to

[Pre-Chorus: Trippie Redd]
Yeah, huh, you gon' die
Yeah, nigga, you gon' die
Huh, you gon' die

[Chorus: Trippie Redd]
Yeah, uh, what that mean?
Yeah, what that mean?
I'm outside, pop out gang with the team bitch, uh
What that mean?
We all lit, that's on gang, that's on me, bitch, uh

[Post-Chorus: Trippie Redd]
Yeah, huh, murder, murder, slatt (Yeah)
Choppa big, it blow you back (Yeah)
Hanging with them slatts (Yeah)
Pussy nigga, we tote gats (Yeah, yeah)
Nigga, you get whacked (Gang, gang)
That's on gang and that's all facts, uh (Yeah, yeah)

"
Tokyo Drifting (with Denzel Curry),Glass Animals,"

[Part I]

[Intro: Denzel Curry]
Huh, huh, huh

[Verse 1: Dave Bayley]
Two things 'bout the geez, you better listen up
Chrome spokes with the spinners on his tire hubs
Suck smoke in his '40, windows up
He rolls, like he really doesn't give a-
Drug lust and two packets in your pocket
Disco dust hits your nose like a rocket

[Bridge: Dave Bayley]
Doo-doo-doo, doo, doo-doo-doo-doo-doo
Doo-doo-doo, doo, doo-doo-doo-doo-doo

[Verse 2: Dave Bayley]
Scoot-scoot, boy, racer to the super-club
Let rip, like you drank all of the tequila
Get loose, streetfighter, tear it up
Fresh footwear drippin' out of you onto the rug

[Part II]

[Chorus: Dave Bayley & Denzel Curry]
Ooh, now you're lettin' go
Heart beatin' faster, feet pushin' on the floor
Ain't nothin' better
Ooh, now you're lettin' go
Heart beatin' faster, feet pushin' on the floor
Ain't nothin' better
Wavey Davey's on fire
You still got it, you still got it alright, yeah (Huh, huh)
Wavey Davey's on fire
Oh, you still got it, you still got it alright, yeah (Huh, huh)
Huh, huh
Huh, huh
Huh, huh

[Verse 3: Denzel Curry]
Ayy, what is everybody talkin' 'bout?
When they wanna live fast, but they'd rather walk it out
Niggas wanna talk about a G, but I spent a G on the twelve teeth in my mouth (Huh, huh, huh)
Diamonds aquatic, it feel like a trout on my wrist (Wrist)
Or a spout on my wrist with a spider up in it (In it)
Everything gotta be eighty and you keep the twenty percentage
You know that I get it, I'm on it, I'm in it
If you try and take it, the clip get extended
I'm back on my bullshit, like Jordan on Pippen
If this is my life then I'm Tokyo drifting (Uh)

[Chorus: Dave Bayley & Denzel Curry]
Ooh, now you're lettin' go
Heart beatin' faster, feet pushin' on the floor (Yeah, oh)
Ain't nothin' better
Ooh, now you're lettin' go
Heart beatin' faster, feet pushin' on the floor
Ain't nothin' better
Wavey Davey's on fire (Yuh, yuh, yuh, okay)
You still got it, you still got it alright, yeah (Huh, huh, huh)
Wavey Davey's on fire (Yuh, yuh, yuh, okay)
You still got it, you still got it alright, yeah (Huh, huh, huh)

[Outro: Dave Bayley & Denzel Curry]
Hm, huh, huh
Wavey Davey's on fire
You still got it, you still got it al-
You still, you still got it al-
You still, you still got it alright, yeah

"
Cántalo,Ricky Martin,"

[Letra de ""Cántalo""]

[Intro: Ricky Martin]
Siente lo que siento yo
Derritiendo el frío porque vengo con mi gente
(Oh-le-oh-lei)
De la tierra son las estrella' y del cielo son los pionero'
De las nubes salen los fuego', los que no se apagan con hielo
Quien le tiene miedo al sereno no resiste ni un aguacero
Báilalo, que esto está bueno, muévelo, que esto es un juego

[Verso 1: Residente, Residente & Ricky Martin]
No, no
No quiero un trofeo gigante
Como Héctor, yo lo que quiero es que mi gente cante
Vamo' pa' 'lante
Hoy no nos paran ni con tranquilizante de elefante
El dinero, aunque sea abundante, no vale
Aquí todo' somo' importante'
Con el mismo semblante, suda'o y sin bañar
Pero comoquiera elegante'
Esa cadera mírala cómo cocina
Gourmet como bacalao sin espina'
Llovió y esto no se ha acaba'o
Bailamo' hasta con los zapato' moja'os
La' cara' linda' que lindas son
Pa' esa sonrisa un besito 'e bombón
Corazón de melón, melón
Agarra tu pareja antes de que suene el trombón

[Coro: Ricky Martin]
Lo baila la calle
Que cante mi gente
Lo baila la calle
Que cante mi gente
Lo baila la calle
Que cante mi gente
Lo baila la calle
Habla pueblo, cántalo
(Oh-lo-lo-lei-la-ni-na-na-na)

[Verso 2: Bad Bunny, Ricky Martin & Bad Bunny]
Que lo baile San Juan, que lo baile La Habana
Apreta'íto y bien suda'o como en Copacabana
Que mala ere' Juliana
Demasia'o de sabrosura como pa' no verte mañana
Con los pies caliente' y la cerveza fría
Deja que el alma monte la coreografía
Que yo tampoco sé bailar, pero confía (Ey, ey, ey)
Que aprendo antes que salga la luz del día (Ey, ey)
Muévete como tu bandera
El tiempo pasa y por nadie espera
La calle está prendí'a, está en candela
Bailando sin zapato' con los pie' acapella
Con orgullo te digo dónde está mi abuela
Gracias Maelo y Lavoe por la escuela
Que cante mi gente, le' prendo' una vela
Con Cristo mirando toda' las favela', yeh

[Coro: Ricky Martin]
Lo baila la calle
Que cante mi gente
Lo baila la calle
Que cante mi gente
Lo baila la calle
Que cante mi gente
Lo baila la calle
Habla pueblo, cántalo

[Refrán: Ricky Martin]
La brisa y el viento no paran de soplar
Y las velas no se apagan
Tu marea embriaga mi cintura
La luna azul, las gota' de sol

[Coro: Ricky Martin]
Lo baila la calle
Que cante mi gente
Lo baila la calle
Que cante mi gente
Lo baila la calle
Que cante mi gente
Lo baila la calle
Habla pueblo, cántalo

"
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,"

[Intro]
Oh-oh-oh-oh-oh, oh-oh-oh-oohohh
Oh-oh-oh-oh-oh, oh-oh-oh-oohohh

[Verse 1]
B-B-Be careful making wishes in the dark, dark
Can't be sure when they've hit their mark
And besides in the mean-meantime I'm just dreaming of tearing you apart
I'm in the de-details with the devil
So now the world can never get me on my level
I just got to get you out of the cage
I'm a young lovers rage
Gonna need a spark to ignite

[Pre-Chorus]
My songs know what you did in the dark

[Chorus]
So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
Oh-oh-oh-oh-oh, oh-oh-oh-oohohh
In the dark, dark
Oh-oh-oh-oh-oh, oh-oh-oh-oohohh
In the dark, dark

[Verse 2]
The writers keep writing what they write
Somewhere another pretty vein just dies
I've got the scars from tomorrow and I wish you could see
That you're the antidote to everything except for me
A constellation of tears on your lashes
Burn everything you love
Then burn the ashes
In the end everything collides
My childhood spat back out the monster that you see

[Pre-Chorus]
My songs know what you did in the dark

[Chorus]
So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
Oh-oh-oh-oh-oh, oh-oh-oh-oohohh
In the dark, dark
Oh-oh-oh-oh-oh, oh-oh-oh-oohohh
In the dark, dark

[Bridge]
My songs know what you did in the dark
(My songs know what you did in the dark)

[Chorus]
So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
Oh-oh-oh-oh-oh, oh-oh-oh-oohohh
In the dark, dark
Oh-oh-oh-oh-oh, oh-oh-oh-oohohh
In the dark, dark
(Oh-oh-oh-oh-oh, oh-oh-oh-oohohh)

"
The Phoenix,Fall Out Boy,"

[Intro]
Put on your war paint

[Verse 1]
You are a brick tied to me that’s dragging me down
Strike a match and I’ll burn you to the ground
We are the jack-o-lanterns in July
Setting fire to the sky
Here, here comes this rising tide so come on
(Put on your war paint)
Cross walks and crossed hearts and hope to die
Silver clouds with grey linings

[Pre-Chorus]
So we can take the world back from the heart-attacked
One maniac at a time we will take it back
You know time crawls on when you’re waiting for the song to start
So dance alone to the beat of your heart

[Chorus]
Hey, young blood, doesn’t it feel
Like our time is running out?
I’m going to change you like a remix
Then I’ll raise you like a phoenix
Wearing our vintage misery
No, I think it looked a little better on me
I’m going to change you like a remix
Then I’ll raise you like a phoenix

[Verse 2]
Bring home the boys in scraps, scrap metal the tanks
Get hitched make a career out of robbing banks
Because the world is just a teller and we are wearing black masks
""You broke our spirit,"" says the note we pass

[Pre-Chorus]
So we can take the world back from the heart-attacked
One maniac at a time we will take it back
You know time crawls on when you’re waiting for the song to start
So dance alone to the beat of your heart

[Chorus]
Hey, young blood, doesn’t it feel
Like our time is running out?
I’m going to change you like a remix
Then I’ll raise you like a phoenix
Wearing our vintage misery
No, I think it looked a little better on me
I’m going to change you like a remix
Then I’ll raise you like a phoenix

[Break]
Put on your war paint

[Bridge]
The war is won before it’s begun
Release the doves, surrender love
The war is won before it’s begun
Release the doves, surrender love
The war is won before it’s begun
Release the doves, surrender love
(Wave the white flag, wave the white flag, yeah)
The war is won before it’s begun
(wave the white flag, wave the white flag, yeah)
Release the doves, surrender love
(wave the white flag, wave the white flag, yeah)

[Chorus]
Hey, young blood, doesn’t it feel
Like our time is running out?
I’m going to change you like a remix
Then I’ll raise you like a phoenix
Wearing our vintage misery
No I think it looked a little better on me
I’m going to change you like a remix
Then I’ll raise you like a phoenix
Hey, young blood, doesn’t it feel
Like our time is running out?
I’m going to change you like a remix
Then I’ll raise you like a phoenix

[Outro]
Put on your war paint

"
Alone Together,Fall Out Boy,"

[Chorus 1]
I don't know where you're going
But do you got room for one more troubled soul?
I don't know where I'm going
But I don't think I'm coming home
And I said, I'll check in tomorrow if I don't wake up dead
This is the road to ruin and we're starting at the end

[Chorus 2]
Say, yeah
Let's be alone together
We could stay young forever
Scream it from the top of your lungs
Say, yeah
Let's be alone together
We can stay young forever
We'll stay young, young, young, young, young
Uh, uh, uh, uh-oh

[Verse 1]
Cut me off, I lost my track
It's not my fault, I'm a maniac
It's not funny anymore, no it's not
My heart is like a stallion, they love it more when it's broken
Do you wanna feel beautiful, do you wanna, yeah

[Pre-Chorus]
I'm outside the door, invite me in
So we can go back and play pretend
I'm on deck, I'm up next
Tonight I'm high as a private jet
Because

[Chorus 1]
I don't know where you're going
But do you got room for one more troubled soul?
I don't know where I'm going
But I don't think I'm coming home
And I said, I'll check in tomorrow if I don't wake up dead
This is the road to ruin and we're starting at the end

[Chorus 2]
Say, yeah
Let's be alone together
We could stay young forever
Scream it from the top of your lungs
Say, yeah
Let's be alone together
We can stay young forever
We'll stay young, young, young, young, young
Uh, uh, uh, uh-oh

[Bridge]
My heart is like a stallion, they love it more when it's broken
Do you wanna feel beautiful, do you wanna, yeah

[Pre-Chorus]
I'm outside the door, invite me in
So we can go back and play pretend
I'm on deck, I'm up next
Tonight I'm high as a private jet, yeah

[Chorus 2]
Let's be alone together
We could stay young forever
Scream it from the top of your lungs
Say, yeah
Let's be alone together (yeah)
We could stay young forever (yeah)
We'll stay young-yo-yo-young

[Chorus 1]
I don't know where you're going
But do you got room for one more troubled soul?
I don't know where I'm going
But I don't think I'm coming home
And I said, I'll check in tomorrow if I don't wake up dead
This is the road to ruin and we're starting at the end

"
Young Volcanoes,Fall Out Boy,"

[Verse 1]
When Rome's in ruins
We are the lions, free of the Colosseums
In poison places, we are anti venom
We're the beginning of the end

[Pre-Chorus]
Tonight, the foxes hunt the hounds
It's all over now
Before it has begun
We've already won

[Chorus]
We are wild
We are like young volcanoes
We are wild
Americana, exotica
Do you wanna feel a little beautiful, baby?

[Verse 2]
C'mon, make it easy, say I never mattered
Run it up the flag pole
We will teach you how to make boys next door
Out of assholes (hahaha!)

[Pre-Chorus]
Tonight, the foxes hunt the hounds
It's all over now
Before it has begun
We've already won

[Chorus]
We are wild
We are like young volcanoes
We are wild
Americana, exotica
Do you wanna feel a little beautiful, baby?

We are wild
We are like young volcanoes
We are wild
Americana, exotica
Do you wanna feel a little beautiful, baby?

"
Centuries,Fall Out Boy,"

[Intro]
Du du du du-du du du
Du du du du du-du du du

[Chorus]
Some legends are told
Some turn to dust or to gold
But you will remember me
Remember me, for centuries
And just one mistake
Is all it will take
We'll go down in history
Remember me for centuries
Hey, hey, hey
Remember me for centuries

[Verse 1]
Mummified my teenage dreams
No, it’s nothing wrong with me
The kids are all wrong, the story’s all off
Heavy metal broke my heart
Come on, come on, and let me in
Bruises on your thighs like my fingerprints
And this is supposed to match
The darkness that you felt
I never meant for you to fix yourself

[Chorus]
Some legends are told
Some turn to dust or to gold
But you will remember me
Remember me, for centuries
And just one mistake
Is all it will take
We'll go down in history
Remember me for centuries
Hey, hey, hey
Remember me for centuries

[Verse 2]
And I can't stop 'til the whole world knows my name
Cause I was only born inside my dreams
Until you die for me, as long as there's a light, my shadow's over you
Cause I am the opposite of amnesia
And you're a cherry blossom
You're about to bloom
You look so pretty, but you're gone so soon

[Chorus]
Some legends are told
Some turn to dust or to gold
But you will remember me
Remember me, for centuries
And just one mistake
Is all it will take
We'll go down in history
Remember me for centuries
Hey, hey, hey
Remember me for centuries

[Bridge]
We’ve been here forever
And here’s the frozen proof
I could scream forever
We are the poisoned youth

[Chorus]
Some legends are told
Some turn to dust or to gold
But you will remember me
Remember me, for centuries
And just one mistake
Is all it will take
We'll go down in history
Remember me for centuries
Hey, hey, hey
Remember me for centuries

"
Immortals,Fall Out Boy,"

[Verse 1]
They say we are what we are
But we don’t have to be
I’m bad behavior but I do it in the best way
I’ll be the watcher (watcher)
Of the eternal flame
I’ll be the guard dog
Of all your fever dreams

[Pre-Chorus]
(Whoa)
I am the sand in the bottom half of the hourglass (glass, glass)
(Whoa)
I try to picture me without you but I can’t

[Chorus]
'Cause we could be immortals, immortals
Just not for long, for long
And live with me forever now
Pull the blackout curtains down
Just not for long, for long
We could be immor--immortals
Immor--immortals
'mmor--immortals
Immor--immortals
Immortals

[Verse 2]
Sometimes the only payoff for having any faith
Is when it’s tested again and again everyday
I’m still comparing your past to my future
It might be your wound but they’re my sutures

[Pre-Chorus]
(Whoa)
I am the sand in the bottom half of the hourglass (glass, glass)
(Whoa)
I try to picture me without you but I can’t

[Chorus]
'Cause we could be immortals, immortals
Just not for long, for long
Live with me forever now
Pull the blackout curtains down
Just not for long, for long
We could be immor--immortals
Immor--immortals
'mmor--immortals
Immor--immortals
Immortals

[Outro]
And live with me forever now
Pull the blackout curtains down
We could be immortals, immortals
Just not for long, for long
We could be immor--immortals
Immor--immortals
'mmor--immortals
Immor--immortals
Immortals

"
Uma Thurman,Fall Out Boy,"

[Intro]
I can move mountains
I can work a miracle, work a miracle
Oh, oh, keep you like an oath
May nothing but death do us part

[Chorus]
She wants to dance like Uma Thurman
Bury me 'til I confess
She wants to dance like Uma Thurman
And I can't get you out of my head

[Verse 1]
The stench, the stench of summer sex
And CK Eternity, oh hell yes
Divide me down to the smallest I can be
Put your, put your v-v-v-venom in me

[Pre-Chorus]
I can move mountains
I can work a miracle, work a miracle
Oh, oh, keep you like an oath
May nothing but death do us part

[Chorus]
She wants to dance like Uma Thurman
Bury me 'til I confess
She wants to dance like Uma Thurman
And I can't get you out of my head

[Verse 2]
The blood, the blood, the blood of the lamb
Is worth two lions but here I am
And I slept in last night's clothes and tomorrow's dreams
But they're not quite what they seem

[Pre-Chorus]
I can move mountains
I can work a miracle, work a miracle
Oh, oh, keep you like an oath
May nothing but death do us part

[Bridge]
You'll find your way
And may death find you alive
Take me down the line
In Gem City we turn the tide
You'll find your way
And may death find you alive
Take me down the line
In Gem City we turn the tide

[Chorus]
She wants to dance like Uma Thurman
Bury me 'til I confess
She wants to dance like Uma Thurman
And I can't get you out of my head

[Outro]
I can move mountains
I can work a miracle, work a miracle
Oh, oh, keep you like an oath
May nothing but death do us apart
I can move mountains
I can work a miracle, work a miracle
Oh, oh, keep you like an oath
May nothing but death do us part

"
Irresistible,Fall Out Boy,"

[Verse 1]
Coming in unannounced, drag my nails on the tile
I just follow your scent, you can just follow my smile
All of your flaws are aligned with this mood of mine
Cutting me to the bone, nothing left to leave behind
You ought to keep me concealed just like I was a weapon
I didn't come for a fight but I will fight 'til the end
This one might be a battle, might not turn out okay
You know you look so Seattle but you feel so LA

[Chorus]
And I love the way you hurt me
It's irresistible, oh yeah
I love the way (yeah), I love the way (yeah)
I love the way you hurt me, baby
I love the way (yeah), I love the way (yeah)
I love the way you hurt me, baby

[Verse 2]
I'm gonna get you to burst just like you were a bubble
Frame me up on your wall just to keep me out of trouble
Like a moth getting trapped in the light by fixation
Truly free, love it, baby, I'm talking no inflation
Too many war wounds and not enough wars
Too few rounds in the ring and not enough settled scores
Too many sharks, not enough blood in the waves
You know I give my love a f-f-four letter name

[Chorus]
And I love the way you hurt me
It's irresistible, oh yeah
I love the way (yeah), I love the way (yeah)
I love the way you hurt me, baby
I love the way (yeah), I love the way (yeah)
I love the way you hurt me, baby

[Bridge]
You're second hand smoke, second hand smoke
I breathe you in but, honey, I don't know what you're doing to me
Mon chéri
But the truth catches up with us eventually
Try to say live, live and let live
But I'm no good, good at lip service
Except when they're yours, mi amor
I'm coming for you and I'm making war

[Chorus]
And I still love the way you hurt me
It's irresistible, oh yeah
I love the way (yeah), I love the way (yeah)
I love the way you hurt me, baby
I love the way (yeah), I love the way (yeah)
I love the way you hurt me, baby

"
